item_id,pedido_id,produto_id,quantidade,preco_unitario,desconto
1927,770,42,5,463.53,0.15
1928,770,6,5,477.21,0.2
1929,771,15,4,158.26,0.2
1930,771,26,1,799.13,0.1
1931,772,41,4,37.88,0.05
1932,772,43,1,256.56,0.15
1933,772,19,3,406.33,0.2
1934,773,18,1,662.01,0.2
1935,773,30,5,104.38,
1936,773,46,4,558.16,0.05
1937,773,14,3,265.33,
1938,774,58,1,113.54,0.15
1939,775,48,3,519.11,0.2
1940,776,55,4,543.99,0.05
1941,777,59,3,750.81,0.1
1942,777,19,5,412.16,0.2
1943,777,26,1,774.03,0.15
1944,778,23,5,503.83,
1945,778,14,3,264.38,
1946,779,51,1,177.51,0.1
1947,780,59,2,679.65,0.1
1948,780,7,2,195.29,0.2
1949,780,22,5,581.27,0.15
1950,781,21,1,637.84,0.05
1951,781,18,5,591.15,
1952,781,55,1,558.19,0.0
1953,782,33,5,645.5,0.0
1954,782,42,2,471.41,0.0
1955,783,37,1,63.63,0.15
1956,783,36,1,642.79,0.2
1957,784,57,4,278.25,
1958,784,25,5,341.83,0.0
1959,784,11,3,142.59,0.2
1960,785,51,5,181.98,0.0
1961,786,8,3,188.46,0.05
1962,786,2,2,46.41,
1963,786,39,4,164.45,0.1
1964,786,13,5,20.47,0.05
1965,787,22,5,525.18,0.15
1966,787,54,4,246.92,
1967,788,39,5,152.66,
1968,789,37,4,65.67,0.1
1969,789,16,5,484.23,0.05
1970,790,11,4,141.46,
1971,790,39,4,148.84,0.0
1972,790,49,5,290.97,0.2
1973,791,5,1,688.28,0.05
1974,791,55,1,537.08,0.15
1975,791,18,5,655.79,0.1
1976,791,29,2,201.91,
1977,792,32,3,449.24,0.1
1978,793,10,1,590.1,0.05
1979,794,36,1,612.43,0.1
1980,794,16,2,434.89,0.1
1981,794,35,4,481.52,0.1
1982,794,35,5,498.62,0.1
1983,795,39,4,147.03,0.15
1984,795,31,4,170.12,0.05
1985,795,40,3,701.0,0.15
1986,796,35,3,476.23,0.05
1987,796,12,1,122.17,0.2
1988,796,60,2,389.91,0.1
1989,797,9,1,30.3,0.15
1990,797,8,3,179.79,0.2
1991,797,30,5,92.21,0.2
1992,797,41,3,43.35,
1993,798,46,3,582.61,
1994,798,24,1,272.21,0.2
1995,799,28,1,270.17,
1996,799,42,2,443.26,0.15
1997,799,49,5,282.66,0.15
1998,800,3,2,580.94,0.2
1999,801,11,5,154.41,0.0
2000,801,13,1,20.15,0.2
2001,801,17,1,143.78,0.0
2002,801,38,3,191.42,0.15
2003,802,23,4,513.63,0.05
2004,802,41,3,40.79,
2005,802,22,4,537.12,0.1
2006,802,17,3,156.06,0.1
2007,803,10,2,678.58,0.05
2008,803,42,1,488.11,0.0
2009,803,25,4,378.79,0.2
2010,803,35,5,531.26,0.1
2011,804,23,3,547.62,0.15
2012,804,5,4,751.66,0.15
2013,804,4,2,621.21,0.1
2014,805,14,1,278.2,
2015,805,30,4,99.33,
2016,805,7,2,201.6,0.0
2017,806,46,5,601.41,0.15
2018,806,7,3,222.0,
2019,806,15,1,161.8,0.1
2020,806,1,1,697.63,0.05
2021,807,50,2,375.57,
2022,807,56,4,355.07,0.1
2023,808,33,2,681.58,0.1
2024,808,32,2,457.47,0.1
2025,808,22,4,547.42,0.2
2026,809,60,1,367.64,0.1
2027,810,23,5,527.25,0.05
2028,810,39,5,162.87,
2029,811,19,2,370.01,0.0
2030,811,16,1,482.31,
2031,812,35,1,473.38,0.05
2032,812,40,5,682.58,0.2
2033,813,29,1,233.12,0.0
2034,814,26,3,782.99,0.2
2035,814,38,1,198.61,0.2
2036,815,10,1,614.01,0.1
2037,815,24,3,270.17,
2038,815,8,3,196.49,0.15
2039,816,39,4,158.78,0.15
2040,816,27,5,655.7,0.1
2041,816,52,3,68.13,0.15
2042,817,49,1,284.73,
2043,818,18,4,588.99,0.15
2044,819,26,2,798.0,0.0
2045,819,56,2,366.85,0.1
2046,819,45,4,357.57,0.2
2047,819,12,3,126.16,
2048,820,8,4,185.23,0.05
2049,821,13,1,21.48,0.2
2050,821,15,4,167.09,0.15
2051,821,21,5,664.25,
2052,822,4,4,619.04,0.15
2053,823,60,2,359.66,0.2
2054,823,57,5,249.65,0.15
2055,823,31,5,192.27,0.05
2056,823,2,1,43.04,0.15
2057,824,18,2,588.13,0.1
2058,824,57,5,265.94,0.1
2059,824,28,3,287.51,
2060,824,33,1,671.93,0.1
2061,825,44,5,780.15,0.0
2062,826,51,1,169.75,0.2
2063,826,32,5,448.96,0.1
2064,827,49,3,284.3,0.1
2065,828,56,2,382.75,
2066,829,33,1,659.01,0.1
2067,829,40,1,720.6,0.1
2068,829,58,5,113.38,0.0
2069,830,51,5,167.08,
2070,831,42,1,495.79,0.0
2071,831,18,3,583.05,0.2
2072,831,46,3,544.58,0.05
2073,832,51,1,189.59,0.05
2074,832,30,3,95.16,0.2
2075,833,29,4,208.0,0.05
2076,833,29,4,228.47,
2077,834,9,1,27.66,
2078,835,1,2,639.11,0.05
2079,835,59,1,747.28,0.0
2080,835,51,3,166.51,0.2
2081,835,44,1,769.86,0.1
2082,836,20,1,530.8,0.2
2083,836,22,2,574.33,0.0
2084,837,7,2,224.87,
2085,838,4,5,666.38,0.2
2086,838,54,2,271.92,0.05
2087,838,25,5,351.13,0.1
2088,839,24,4,267.83,0.2
2089,840,45,1,351.04,0.0
2090,841,12,2,119.24,
2091,842,36,4,590.76,
2092,842,40,5,668.75,0.05
2093,842,45,1,380.34,0.2
2094,842,42,4,470.59,0.0
2095,843,1,2,705.75,0.15
2096,843,13,1,19.98,
2097,844,20,1,537.87,0.0
2098,845,9,2,30.1,
2099,845,26,2,764.94,0.2
2100,846,41,2,41.91,0.05
2101,847,18,5,646.52,0.2
2102,847,42,5,496.14,0.15
2103,847,6,3,530.74,0.0
2104,847,53,4,305.67,
2105,848,17,2,152.83,0.05
2106,848,7,4,217.08,0.1
2107,848,43,4,255.06,0.1
2108,848,7,3,205.14,0.2
2109,849,49,5,296.9,0.0
2110,850,17,2,155.15,0.1
2111,851,25,5,374.42,0.2
2112,852,31,1,190.61,0.15
2113,852,46,5,548.27,0.1
2114,853,36,1,577.02,0.0
2115,853,57,1,256.23,
2116,854,40,3,670.01,0.2
2117,854,58,2,116.21,0.1
2118,854,10,3,632.72,0.2
2119,854,58,5,107.63,0.0
2120,855,10,1,621.16,0.15
2121,855,40,1,672.44,0.05
2122,856,26,1,822.53,0.2
2123,856,38,2,193.12,0.2
2124,856,40,2,683.13,0.1
2125,857,43,5,255.46,0.2
2126,857,46,4,592.52,0.15
2127,857,37,3,61.8,
2128,857,15,3,161.11,0.2
2129,858,34,3,752.53,0.1
2130,859,15,5,151.56,0.1
2131,859,28,5,304.91,0.15
2132,859,9,1,26.69,0.05
2133,860,6,3,522.87,0.0
2134,860,9,5,30.94,0.1
2135,860,33,2,654.36,0.0
2136,860,41,3,40.61,
2137,861,37,1,69.78,
2138,861,40,1,690.01,0.1
2139,862,42,3,454.59,0.15
2140,863,3,5,550.85,0.1
2141,863,35,3,500.55,0.05
2142,863,9,5,28.52,0.1
2143,864,51,2,168.67,0.15
2144,865,36,3,620.2,0.0
2145,865,56,5,392.4,0.2
2146,865,23,3,527.83,0.2
2147,866,53,4,316.34,0.2
2148,867,57,2,277.53,
2149,867,34,1,796.43,0.1
2150,867,42,3,456.91,0.15
2151,867,8,5,201.23,0.1
2152,868,31,2,181.47,0.15
2153,868,27,3,684.01,0.05
2154,868,40,1,716.65,0.05
2155,868,24,1,246.07,0.0
2156,869,38,4,191.51,0.1
2157,869,48,2,500.29,0.0
2158,869,31,4,193.19,0.0
2159,869,54,1,246.85,0.15
2160,870,29,3,213.44,
2161,870,37,2,70.65,0.15
2162,870,28,4,309.78,
2163,870,57,1,243.44,0.15
2164,871,1,2,636.17,0.05
2165,871,18,2,617.9,0.2
2166,871,1,5,641.26,0.2
2167,872,56,3,359.66,0.05
2168,873,9,1,30.03,0.15
2169,874,54,1,248.63,
2170,874,32,2,453.36,
2171,874,14,4,290.14,0.1
2172,874,44,2,742.13,0.1
2173,875,47,3,385.99,0.2
2174,876,9,1,26.53,
2175,876,33,3,687.22,0.15
2176,876,44,5,803.2,0.1
2177,876,57,5,247.2,0.0
2178,877,17,3,153.28,0.05
2179,878,55,4,527.85,0.15
2180,878,6,3,536.43,0.0
2181,878,21,4,737.02,0.2
2182,879,20,2,546.24,
2183,879,53,5,324.18,0.2
2184,879,26,4,730.61,
2185,879,29,1,225.98,0.0
2186,880,42,5,459.65,0.1
2187,880,5,3,685.93,0.15
2188,880,1,4,688.81,0.2
2189,881,54,5,246.75,
2190,881,60,4,381.68,0.0
2191,882,51,4,170.65,
2192,882,4,3,645.29,
2193,882,60,2,371.41,0.1
2194,882,25,4,348.12,0.15
2195,883,17,5,141.3,0.0
2196,883,37,1,66.79,0.05
2197,883,8,5,182.58,0.0
2198,883,23,1,539.56,0.0
2199,884,30,5,91.4,
2200,884,59,5,741.13,
2201,884,47,3,370.6,0.15
2202,885,18,2,570.86,
2203,885,48,1,479.24,0.15
2204,886,16,5,462.8,0.1
2205,887,3,3,548.39,0.05
2206,887,28,4,309.92,
2207,888,47,4,368.85,0.15
2208,889,36,5,623.82,0.0
2209,890,54,1,258.84,
2210,891,58,4,117.08,0.05
2211,891,29,5,207.04,0.1
2212,891,41,4,40.7,0.1
2213,892,5,3,705.46,0.2
2214,893,22,2,535.89,
2215,893,11,2,158.42,
2216,894,17,3,150.42,
2217,894,57,1,274.2,0.15
2218,895,22,2,544.14,0.05
2219,895,54,3,258.43,0.2
2220,895,51,3,183.77,
2221,895,56,1,380.11,0.2
2222,896,45,3,362.57,0.05
2223,897,59,4,702.81,0.05
2224,897,47,4,346.92,0.2
2225,897,53,3,285.07,0.2
2226,898,32,1,444.92,0.15
2227,898,54,1,276.64,0.05
2228,898,3,4,582.08,0.15
2229,898,32,2,435.42,0.05
2230,899,10,3,617.03,0.2
2231,899,23,5,483.0,
2232,900,57,2,245.19,0.2
2233,900,17,5,145.28,0.15
2234,900,11,1,155.7,0.2
2235,900,7,1,215.65,0.0
2236,901,3,5,521.31,
2237,901,53,4,288.77,0.1
2238,901,29,1,217.33,0.2
2239,901,56,3,394.3,0.0
2240,902,39,1,157.51,0.0
2241,903,43,2,224.32,0.15
2242,903,36,3,623.17,0.0
2243,903,22,2,530.17,0.2
2244,903,32,5,445.65,0.15
2245,904,46,5,562.93,0.15
2246,905,35,4,499.87,0.1
2247,906,28,2,273.09,0.0
2248,906,31,2,177.57,
2249,906,17,5,154.2,0.2
2250,906,24,5,275.89,
2251,907,40,2,647.1,0.05
2252,908,54,5,246.58,0.05
2253,908,24,5,271.3,0.15
2254,909,33,1,655.67,0.05
2255,909,50,3,326.4,0.05
2256,909,21,1,662.76,0.05
2257,909,43,3,230.56,0.1
2258,910,57,1,272.95,0.05
2259,910,16,4,474.25,0.2
2260,911,42,1,474.65,0.15
2261,912,13,1,21.91,
2262,913,57,1,253.82,
2263,913,9,5,28.11,0.0
2264,913,11,1,158.41,0.2
2265,914,49,5,301.88,0.1
2266,914,21,4,709.04,0.15
2267,914,16,5,462.51,0.0
2268,915,7,2,202.36,0.0
2269,915,45,3,345.18,0.0
2270,915,58,3,107.14,0.15
2271,916,29,1,211.6,
2272,916,4,5,679.56,
2273,916,1,4,650.47,0.2
2274,916,41,3,40.13,0.0
2275,917,12,2,132.82,
2276,917,13,2,21.32,0.2
2277,917,17,2,141.44,0.0
2278,918,32,5,426.74,0.0
2279,919,20,5,610.42,0.1
2280,919,1,5,653.03,
2281,919,55,5,522.66,0.05
2282,919,8,5,188.28,0.05
2283,920,14,4,293.73,
2284,921,49,5,318.16,0.1
2285,921,4,2,600.7,0.05
2286,922,14,1,287.89,0.1
2287,922,11,4,150.16,0.2
2288,922,9,2,29.04,0.05
2289,923,35,2,458.08,0.2
2290,924,28,1,273.5,0.2
2291,924,39,5,160.13,
2292,925,40,2,692.53,0.2
2293,925,38,5,217.66,
2294,925,25,1,336.96,0.05
2295,926,34,4,714.33,0.2
2296,927,19,5,393.93,0.1
2297,927,30,4,96.89,0.15
2298,928,48,3,527.15,0.0
2299,929,30,5,104.57,
2300,930,3,4,563.43,0.05
2301,931,59,2,732.38,0.1
2302,931,50,4,353.05,0.0
2303,931,1,5,721.2,
2304,932,51,3,186.01,0.0
2305,933,18,2,625.41,0.0
2306,934,56,4,380.71,0.2
2307,934,35,1,476.65,0.0
2308,934,27,4,653.02,
2309,935,33,4,661.47,0.05
2310,935,45,1,395.64,0.0
2311,935,29,3,201.03,0.05
2312,936,11,1,139.72,0.2
2313,936,60,2,386.63,0.05
2314,937,28,4,306.0,
2315,937,15,4,160.49,0.2
2316,938,25,2,349.68,0.05
2317,938,17,4,148.53,
2318,938,57,2,243.47,0.1
2319,939,45,4,377.79,
2320,939,60,3,353.47,0.2
2321,939,14,3,278.85,
2322,939,37,5,68.99,0.05
2323,940,30,4,99.99,0.05
2324,940,29,4,222.22,0.15
2325,940,59,5,739.23,0.1
2326,940,5,4,661.68,0.05
2327,941,2,2,44.25,0.05
2328,941,41,2,42.5,0.15
2329,942,15,2,157.78,0.0
2330,942,56,1,383.73,0.05
2331,942,51,5,191.5,
2332,942,35,4,484.04,0.2
2333,943,15,1,164.48,0.15
2334,944,13,2,21.85,0.15
2335,944,43,2,240.91,
2336,945,51,4,177.75,0.2
2337,945,38,5,203.57,0.15
2338,946,57,3,276.27,0.05
2339,946,45,3,387.96,
2340,946,15,4,148.98,0.0
2341,946,41,5,41.25,0.0
2342,947,6,2,493.05,0.0
2343,947,38,1,194.14,0.1
2344,947,32,3,407.09,0.1
2345,947,9,3,28.13,
2346,948,4,5,674.66,
2347,948,13,1,20.21,0.15
2348,948,53,4,314.2,0.0
2349,949,15,1,157.53,0.15
2350,949,57,4,248.17,0.1
2351,949,48,3,515.58,0.0
2352,949,51,1,181.98,0.0
2353,950,1,3,674.69,0.2
2354,951,40,3,721.05,
2355,952,7,1,216.32,0.0
2356,952,7,5,211.21,0.15
2357,952,52,4,73.01,
2358,953,60,1,352.74,
2359,953,7,3,195.52,0.1
2360,954,8,3,197.59,
2361,954,2,2,42.28,0.1
2362,954,21,5,708.0,0.0
2363,955,57,1,249.25,
2364,955,24,1,266.73,0.2
2365,955,43,5,235.17,0.2
2366,955,15,3,158.92,0.15
2367,956,27,4,747.75,0.2
2368,957,29,4,232.37,0.0
2369,958,17,4,152.65,0.2
2370,958,10,3,602.65,0.1
2371,958,1,4,716.24,
2372,959,34,3,812.45,0.0
2373,959,45,2,378.57,0.1
2374,959,13,3,21.07,0.0
2375,960,41,1,39.2,0.15
2376,961,58,3,113.93,0.1
2377,961,36,2,603.68,0.1
2378,962,43,5,231.68,0.1
2379,962,46,2,580.28,0.15
2380,962,26,5,764.47,0.0
2381,962,5,3,672.69,0.1
2382,963,45,1,344.91,
2383,963,59,3,734.0,0.15
2384,963,5,4,729.93,0.05
2385,963,29,5,226.2,0.2
2386,964,2,3,46.13,0.2
2387,964,9,1,30.24,0.05
2388,964,58,5,113.26,0.05
2389,965,38,3,211.16,0.2
2390,965,52,1,66.88,0.05
2391,966,57,3,253.24,0.15
2392,967,20,1,610.61,0.05
2393,967,28,1,284.89,0.05
2394,967,27,1,740.65,0.0
2395,968,34,2,767.18,0.15
2396,969,6,5,482.28,0.15
2397,970,4,3,678.6,0.15
2398,970,33,3,645.36,0.05
2399,971,57,3,251.2,0.1
2400,971,30,1,103.91,0.05
2401,972,27,4,695.27,0.15
2402,973,36,4,589.53,0.0
2403,973,35,3,478.95,0.15
2404,974,26,2,791.18,0.2
2405,974,6,1,514.6,0.05
2406,974,5,2,678.86,0.1
2407,975,16,3,490.37,0.15
2408,975,26,1,735.5,0.05
2409,975,8,1,202.69,0.1
2410,975,36,2,622.64,0.0
2411,976,16,2,424.72,0.05
2412,976,35,3,521.15,0.15
2413,976,23,5,555.59,
2414,976,50,4,333.37,0.15
2415,977,53,3,307.51,0.15
2416,977,58,5,115.82,0.1
2417,977,27,4,680.44,
2418,978,25,3,377.34,0.0
2419,978,13,2,21.36,0.05
2420,978,25,1,368.29,0.0
2421,979,9,5,29.3,
2422,979,35,1,495.6,0.1
2423,979,5,4,688.14,0.1
2424,979,59,3,712.08,0.15
2425,980,29,1,217.99,0.0
2426,981,40,1,654.79,0.05
2427,981,18,4,636.28,
2428,981,53,1,326.69,0.15
2429,982,4,4,677.77,0.1
2430,983,1,1,704.31,0.0
2431,983,55,2,554.68,0.15
2432,984,7,1,196.31,0.0
2433,985,10,3,631.84,0.1
2434,985,55,2,482.16,0.1
2435,986,30,1,101.11,0.2
2436,986,23,3,487.44,0.1
2437,987,13,5,20.48,0.1
2438,988,9,3,29.92,0.0
2439,989,30,1,105.14,0.1
2440,989,51,2,182.3,0.0
2441,989,46,4,617.48,0.05
2442,989,44,1,803.03,0.05
2443,990,50,1,343.11,0.1
2444,990,21,5,662.7,0.0
2445,991,30,3,105.05,0.2
2446,991,24,1,264.95,0.2
2447,991,25,1,353.0,0.0
2448,992,14,1,273.33,0.05
2449,992,38,2,214.12,0.05
2450,993,10,2,605.54,0.0
2451,994,9,4,28.89,0.05
2452,994,53,4,330.76,
2453,994,14,2,294.22,0.1
2454,994,41,4,43.79,0.15
2455,995,31,2,196.4,0.05
2456,996,26,5,803.67,0.2
2457,996,18,1,572.32,0.05
2458,996,38,5,198.15,0.1
2459,996,38,2,208.86,0.2
2460,997,31,5,197.88,0.0
2461,997,56,4,382.46,0.15
2462,997,19,4,383.83,0.0
2463,997,52,2,63.1,0.2
2464,998,18,1,580.9,0.05
2465,999,36,2,638.79,
2466,999,22,4,592.01,0.15
2467,999,52,5,71.09,0.1
2468,999,16,2,430.18,0.0
2469,1000,3,5,506.49,
2470,1000,36,2,644.38,0.05
2471,1000,51,3,189.49,0.1
2472,1000,12,5,126.81,0.05
2473,1001,36,3,575.2,0.15
2474,1001,45,5,400.46,0.05
2475,1001,55,1,516.08,0.2
2476,1002,38,3,217.33,
2477,1002,43,3,240.77,0.2
2478,1002,54,1,248.13,0.1
2479,1003,38,5,205.99,0.1
2480,1004,60,1,340.42,
2481,1005,5,5,691.6,0.1
2482,1005,12,5,114.08,0.15
2483,1006,12,5,127.74,
2484,1006,31,2,196.33,0.1
2485,1007,58,2,111.26,0.0
2486,1007,10,5,627.65,0.2
2487,1007,14,5,294.13,0.15
2488,1008,58,5,116.97,
2489,1008,18,4,651.22,0.05
2490,1008,23,4,536.13,0.05
2491,1008,55,4,514.73,
2492,1009,6,1,530.4,0.1
2493,1010,56,3,348.34,0.15
2494,1010,13,1,22.06,0.05
2495,1011,36,4,636.46,0.1
2496,1011,25,2,349.82,0.15
2497,1011,4,1,615.45,0.0
2498,1012,43,2,245.42,0.2
2499,1012,1,3,685.13,0.05
2500,1012,19,5,382.78,0.15
2501,1012,29,1,200.6,
2502,1013,42,2,449.67,0.2
2503,1013,60,2,366.54,0.1
2504,1014,30,1,104.98,0.05
2505,1014,16,2,478.57,0.05
2506,1014,51,4,188.85,
2507,1014,40,4,666.86,0.0
2508,1015,5,2,722.13,0.15
2509,1015,25,4,373.87,0.0
2510,1016,47,1,359.09,0.15
2511,1016,60,1,385.28,0.15
2512,1016,45,5,387.74,0.15
2513,1017,23,1,478.71,0.0
2514,1018,51,3,188.33,0.05
2515,1018,57,3,274.48,0.1
2516,1018,9,3,28.12,0.0
2517,1018,14,3,291.76,
2518,1019,6,1,492.43,0.05
2519,1020,28,3,304.33,
2520,1021,35,4,481.6,
2521,1021,1,5,669.57,0.0
2522,1021,30,3,91.0,
2523,1021,46,2,553.19,0.15
2524,1022,53,1,316.75,0.05
2525,1023,15,4,161.72,
2526,1023,36,5,601.92,0.2
2527,1023,4,1,623.58,0.2
2528,1024,5,4,680.86,0.0
2529,1024,29,4,223.51,0.15
2530,1024,39,1,155.6,0.2
2531,1024,53,4,307.19,0.0
2532,1025,57,4,269.33,0.15
2533,1026,5,1,672.67,
2534,1026,33,5,625.47,0.2
2535,1026,34,2,774.72,0.1
2536,1026,45,4,384.33,0.15
2537,1027,28,4,287.0,0.15
2538,1027,44,2,707.81,0.1
2539,1028,17,5,144.21,0.2
2540,1029,26,4,752.04,0.05
2541,1030,30,2,92.06,0.05
2542,1031,33,3,683.13,0.05
2543,1031,27,1,728.99,0.2
2544,1031,22,1,538.04,0.1
2545,1031,21,5,741.05,0.2
2546,1032,21,1,723.47,0.0
2547,1032,39,2,152.07,0.0
2548,1032,45,4,387.05,0.0
2549,1033,25,2,344.14,0.2
2550,1033,11,3,140.59,
2551,1033,42,5,438.49,0.0
2552,1033,53,2,326.93,0.0
2553,1034,37,5,64.64,0.1
2554,1034,25,2,361.22,0.1
2555,1034,5,2,728.46,0.0
2556,1034,59,3,700.42,0.15
2557,1035,42,3,495.77,0.05
2558,1036,45,3,355.58,0.15
2559,1037,17,4,156.22,
2560,1037,10,1,624.43,0.05
2561,1037,35,2,492.31,
2562,1038,2,1,42.2,
2563,1038,23,3,524.31,
2564,1039,32,2,421.42,0.0
2565,1039,32,2,398.75,0.05
2566,1039,16,5,489.67,0.05
2567,1040,21,5,709.03,0.1
2568,1041,29,2,204.98,
2569,1041,19,4,404.1,0.1
2570,1041,37,3,64.16,0.2
2571,1041,50,2,327.25,0.1
2572,1042,56,5,359.31,0.2
2573,1042,56,5,390.55,0.1
2574,1043,21,5,648.04,
2575,1043,13,2,22.29,0.2
2576,1043,53,2,314.51,0.0
2577,1044,38,1,190.35,
2578,1044,31,4,177.62,0.05
2579,1044,10,2,674.24,
2580,1045,22,4,564.84,
2581,1045,57,3,278.7,0.1
2582,1045,54,3,266.74,0.15
2583,1046,52,5,69.5,
2584,1046,55,1,499.28,0.15
2585,1046,6,3,477.08,0.05
2586,1047,2,3,43.89,
2587,1047,26,1,754.6,0.05
2588,1047,25,5,377.03,0.15
2589,1047,56,2,381.77,0.1
2590,1048,32,2,414.45,0.1
2591,1048,5,5,728.46,0.1
2592,1048,17,5,142.88,0.1
2593,1048,45,2,388.44,0.1
2594,1049,16,1,438.67,0.15
2595,1049,35,1,512.92,0.05
2596,1049,18,5,610.06,0.05
2597,1050,1,5,724.14,0.05
2598,1050,34,2,729.84,0.2
2599,1050,18,1,654.1,0.0
2600,1050,42,4,443.58,0.1
2601,1051,34,4,754.86,0.0
2602,1051,9,5,29.47,0.0
2603,1052,17,3,150.25,0.05
2604,1052,35,5,496.81,0.0
2605,1052,35,1,516.0,0.05
2606,1052,59,2,744.57,0.15
2607,1053,6,1,541.49,0.15
2608,1053,1,1,646.28,0.1
2609,1053,39,5,147.8,0.0
2610,1054,6,2,537.16,
2611,1055,19,4,416.38,0.15
2612,1056,44,4,770.3,0.15
2613,1056,4,4,651.11,
2614,1056,49,4,293.99,0.05
2615,1056,11,1,139.55,0.05
2616,1057,44,2,760.96,0.2
2617,1057,19,3,413.06,0.1
2618,1057,57,5,241.29,0.05
2619,1057,37,2,67.42,0.2
2620,1058,30,4,102.03,0.05
2621,1058,49,2,305.67,0.15
2622,1058,39,5,149.14,0.15
2623,1059,14,2,285.01,0.0
2624,1060,26,1,748.96,
2625,1061,6,2,469.64,0.05
2626,1061,57,2,250.4,
2627,1061,5,2,664.09,
2628,1062,22,2,586.42,
2629,1062,49,5,301.76,
2630,1062,48,5,525.48,0.0
2631,1063,36,3,622.71,0.1
2632,1063,11,2,143.26,
2633,1063,36,5,607.76,
2634,1063,32,4,397.5,0.2
2635,1064,8,2,189.71,0.05
2636,1064,12,2,129.23,0.2
2637,1065,43,5,221.27,0.0
2638,1066,48,3,532.82,0.0
2639,1066,22,4,514.42,0.0
2640,1066,18,2,625.02,0.05
2641,1067,54,1,248.98,0.0
2642,1067,39,5,167.43,0.15
2643,1067,53,5,313.87,
2644,1067,12,4,123.91,0.05
2645,1068,18,1,630.44,0.1
2646,1069,53,1,326.26,0.05
2647,1069,34,4,823.94,0.0
2648,1069,51,1,191.46,
2649,1070,53,5,323.69,0.0
2650,1070,57,1,267.94,0.2
2651,1070,41,1,39.33,
2652,1071,58,4,105.78,0.1
2653,1071,20,3,584.83,0.15
2654,1071,36,4,584.75,0.2
2655,1072,51,5,180.3,0.1
2656,1072,57,1,251.84,0.1
2657,1073,33,5,627.75,0.1
2658,1074,30,1,97.32,0.0
2659,1074,32,3,455.42,0.1
2660,1075,11,2,139.51,0.0
2661,1076,24,2,273.24,
2662,1076,43,2,245.87,0.2
2663,1076,9,1,30.49,
2664,1076,54,5,280.62,
2665,1077,14,2,281.62,
2666,1077,43,2,221.09,0.15
2667,1078,52,3,72.66,0.1
2668,1078,21,2,648.62,0.05
2669,1078,10,5,674.49,
2670,1078,6,3,519.56,0.05
2671,1079,16,3,437.65,
2672,1079,28,1,280.39,0.15
2673,1080,25,1,379.27,0.05
2674,1080,53,3,307.5,0.2
2675,1080,56,5,373.0,0.1
2676,1081,58,3,105.2,0.05
2677,1082,39,5,151.39,
2678,1082,18,4,582.33,
2679,1082,3,3,573.03,0.2
2680,1083,43,4,256.49,0.15
2681,1083,60,2,349.52,0.2
2682,1083,57,2,249.47,
2683,1083,9,3,28.09,0.05
2684,1084,49,5,279.56,0.15
2685,1084,29,1,225.62,0.15
2686,1084,6,5,513.95,0.1
2687,1084,10,1,644.67,0.0
2688,1085,21,5,726.47,0.15
2689,1085,12,3,124.38,0.2
2690,1086,41,5,40.6,0.2
2691,1087,49,1,303.39,0.0
2692,1087,2,4,44.07,
2693,1087,32,3,441.82,0.2
2694,1088,8,3,185.83,0.05
2695,1089,54,1,281.88,0.0
2696,1090,28,4,295.58,0.1
2697,1090,10,5,639.08,0.1
2698,1090,15,4,164.91,
2699,1090,15,2,166.16,0.2
2700,1091,16,3,469.89,
2701,1092,50,4,322.25,0.1
2702,1093,17,2,153.59,
2703,1093,5,3,696.68,0.15
2704,1093,3,4,533.88,0.15
2705,1094,56,2,372.22,
2706,1094,42,1,493.99,0.1
2707,1095,48,5,478.47,0.0
2708,1095,19,2,421.89,0.15
2709,1096,21,5,663.95,0.15
2710,1096,52,5,67.26,
2711,1096,51,1,169.69,0.05
2712,1097,48,1,546.68,0.05
2713,1098,19,4,389.21,0.0
2714,1098,2,5,43.51,
2715,1098,27,2,661.75,
2716,1098,12,4,131.62,0.0
2717,1099,22,3,582.27,0.0
2718,1100,46,4,603.9,
2719,1100,22,2,530.4,0.2
2720,1100,24,2,244.46,0.05
2721,1100,14,3,287.41,0.05
2722,1101,10,1,661.59,0.1
2723,1102,22,1,511.34,0.2
2724,1102,47,1,367.18,0.0
2725,1103,21,1,653.34,0.0
2726,1103,37,5,65.96,0.0
2727,1104,49,5,303.5,
2728,1104,27,1,656.45,
2729,1104,13,3,20.54,
2730,1104,53,4,290.72,0.0
2731,1105,35,1,459.77,0.0
2732,1105,59,5,679.33,0.1
2733,1106,53,2,310.87,0.0
2734,1106,37,3,69.28,0.2
2735,1106,2,3,43.66,0.1
2736,1107,1,5,735.65,0.0
2737,1107,17,4,153.94,0.15
2738,1107,51,5,165.54,0.1
2739,1108,9,4,29.12,0.15
2740,1109,46,1,590.02,0.1
2741,1110,58,2,119.96,0.05
2742,1111,36,5,636.51,0.1
2743,1111,6,1,484.74,0.05
2744,1111,23,2,536.52,0.15
2745,1112,3,3,556.13,0.2
2746,1112,7,4,212.26,0.05
2747,1112,21,3,713.66,0.05
2748,1112,18,3,647.05,0.1
2749,1113,20,3,576.4,
2750,1114,37,1,68.05,0.1
2751,1114,37,5,64.42,0.1
2752,1114,20,5,565.32,0.0
2753,1114,55,2,512.15,0.2
2754,1115,51,5,189.45,0.15
2755,1115,30,5,104.76,0.0
2756,1115,47,3,343.09,0.0
2757,1116,50,3,342.01,0.0
2758,1116,13,2,22.32,0.05
